"Position","Const","Created","Modified","Description","Title","URL","Title.Type","IMDb.Rating","Runtime..mins.","Year","Genres","Num.Votes","Release.Date","Directors"
410,"tt5198068","2022-03-27","2022-03-27",NA,"WolfWalkers","https://www.imdb.com/title/tt5198068/","movie",8,103,2020,"Animation, Adventure, Family, Fantasy",30569,"2020-09-12","Ross Stewart, Tomm Moore"
411,"tt13167288","2022-03-27","2022-03-27",NA,"SparkShorts: Burrow","https://www.imdb.com/title/tt13167288/","tvEpisode",7.4,6,2020,"Animation, Short, Comedy, Drama, Family, Fantasy, Sci-Fi",6071,"2020-12-25","Madeline Sharafian"
412,"tt11884670","2022-03-27","2022-03-27",NA,"Genius Loci","https://www.imdb.com/title/tt11884670/","short",6.1,16,2020,"Animation, Short, Fantasy",1169,"2020-01-19","Adrien Merigeau"
413,"tt0017806","2022-03-27","2022-03-27",NA,"The Devil Dancer","https://www.imdb.com/title/tt0017806/","movie",5.4,73,1927,"Drama, Romance",54,"1927-11-03","Fred Niblo"
414,"tt0019344","2022-03-27","2022-03-27",NA,"Sadie Thompson","https://www.imdb.com/title/tt0019344/","movie",7.2,97,1928,"Drama",2705,"1928-01-07","Raoul Walsh"
415,"tt0018129","2022-03-27","2022-03-27",NA,"The Magic Flame","https://www.imdb.com/title/tt0018129/","movie",5,100,1927,"Drama, Romance",50,"1927-06-30","Henry King"
416,"tt0018389","2022-03-27","2022-03-27",NA,"A Ship Comes In","https://www.imdb.com/title/tt0018389/","movie",5.6,70,1928,"Drama",179,"1928-06-04","William K. Howard"
417,"tt13365348","2022-03-27","2022-03-27",NA,"Archive 81","https://www.imdb.com/title/tt13365348/","tvSeries",7.3,60,2022,"Drama, Horror, Mystery, Sci-Fi, Thriller",43739,"2022-01-14",""
418,"tt11000902","2022-03-27","2022-03-27",NA,"Our Flag Means Death","https://www.imdb.com/title/tt11000902/","tvSeries",7.9,30,2022,"Action, Adventure, Biography, Comedy, History, Romance",18789,"2022-03-03",""
419,"tt15239678","2022-03-28","2022-03-28",NA,"Dune: Part Two","https://www.imdb.com/title/tt15239678/","movie",NA,NA,2023,"Action, Adventure, Drama, Sci-Fi",NA,"2023-10-18","Denis Villeneuve"
420,"tt0043338","2022-03-29","2022-03-29",NA,"Ace in the Hole","https://www.imdb.com/title/tt0043338/","movie",8.1,111,1951,"Drama, Film-Noir",35419,"1951-06-14","Billy Wilder"
421,"tt0099939","2022-03-29","2022-03-29",NA,"King of New York","https://www.imdb.com/title/tt0099939/","movie",6.9,103,1990,"Crime, Thriller",36960,"1990-05-19","Abel Ferrara"
422,"tt0085794","2022-03-29","2022-03-29",NA,"The King of Comedy","https://www.imdb.com/title/tt0085794/","movie",7.8,109,1982,"Comedy, Crime, Drama, Thriller",100951,"1982-12-18","Martin Scorsese"
423,"tt0091939","2022-03-29","2022-03-29",NA,"She's Gotta Have It","https://www.imdb.com/title/tt0091939/","movie",6.7,84,1986,"Comedy, Romance",14332,"1986-05-31","Spike Lee"
424,"tt0119008","2022-03-29","2022-03-29",NA,"Donnie Brasco","https://www.imdb.com/title/tt0119008/","movie",7.7,127,1997,"Biography, Crime, Drama",301316,"1997-02-24","Mike Newell"
425,"tt0101640","2022-03-29","2022-03-29",NA,"Da hong deng long gao gao gua","https://www.imdb.com/title/tt0101640/","movie",8.1,125,1991,"Drama, History, Romance",32272,"1991-09-10","Yimou Zhang"
426,"tt0097276","2022-03-29","2022-03-29",NA,"Enemies: A Love Story","https://www.imdb.com/title/tt0097276/","movie",6.6,119,1989,"Comedy, Drama, Romance",2286,"1989-12-13","Paul Mazursky"
427,"tt0025004","2022-03-29","2022-03-29",NA,"The Count of Monte Cristo","https://www.imdb.com/title/tt0025004/","movie",7.4,113,1934,"Action, Adventure, Drama, History, Romance, Thriller",2831,"1934-08-03","Rowland V. Lee"
428,"tt0120777","2022-03-29","2022-03-29",NA,"The Opposite of Sex","https://www.imdb.com/title/tt0120777/","movie",6.4,105,1998,"Comedy, Drama, Romance",21065,"1998-01-31","Don Roos"
429,"tt0032881","2022-03-29","2022-03-29",NA,"Our Town","https://www.imdb.com/title/tt0032881/","movie",6.5,90,1940,"Drama, Family, Romance",2613,"1940-05-24","Sam Wood"
430,"tt0056241","2022-03-29","2022-03-29",NA,"The Miracle Worker","https://www.imdb.com/title/tt0056241/","movie",8.1,106,1962,"Biography, Drama",18746,"1962-05-23","Arthur Penn"
431,"tt0048356","2022-03-29","2022-03-29",NA,"Marty","https://www.imdb.com/title/tt0048356/","movie",7.7,90,1955,"Drama, Romance",24114,"1955-04-11","Delbert Mann"
432,"tt0113677","2022-03-29","2022-03-29",NA,"Living in Oblivion","https://www.imdb.com/title/tt0113677/","movie",7.5,90,1995,"Comedy, Drama",18460,"1995-01-20","Tom DiCillo"
433,"tt0045808","2022-03-29","2022-03-29",NA,"Genevieve","https://www.imdb.com/title/tt0045808/","movie",7.1,86,1953,"Comedy",3116,"1953-04-19","Henry Cornelius"
434,"tt0068575","2022-03-29","2022-03-29",NA,"Fat City","https://www.imdb.com/title/tt0068575/","movie",7.2,96,1972,"Drama, Sport",9058,"1972-05-12","John Huston"
435,"tt0069737","2022-03-29","2022-03-29",NA,"Ashani Sanket","https://www.imdb.com/title/tt0069737/","movie",8,101,1973,"Drama",1516,"1973-07-03","Satyajit Ray"
436,"tt0111149","2022-03-31","2022-03-31",NA,"Shallow Grave","https://www.imdb.com/title/tt0111149/","movie",7.3,89,1994,"Crime, Thriller",60770,"1994-05-17","Danny Boyle"
437,"tt0245540","2022-04-03","2022-04-03",NA,"Varian's War","https://www.imdb.com/title/tt0245540/","tvMovie",6.4,121,2001,"Drama, War",867,"2001-04-22","Lionel Chetwynd"
438,"tt0039677","2022-04-05","2022-04-05",NA,"Odd Man Out","https://www.imdb.com/title/tt0039677/","movie",7.7,116,1947,"Crime, Drama, Thriller",10094,"1947-01-30","Carol Reed"
439,"tt0104036","2022-04-05","2022-04-05",NA,"The Crying Game","https://www.imdb.com/title/tt0104036/","movie",7.2,112,1992,"Crime, Drama, Romance, Thriller",55106,"1992-09-02","Neil Jordan"
440,"tt0056931","2022-04-05","2022-04-05",NA,"Children of the Damned","https://www.imdb.com/title/tt0056931/","movie",6.2,89,1964,"Drama, Horror, Mystery, Sci-Fi",4436,"1964-01-10","Anton Leader"
441,"tt0028691","2022-04-05","2022-04-05",NA,"Captains Courageous","https://www.imdb.com/title/tt0028691/","movie",8,117,1937,"Adventure, Drama, Family",9734,"1937-05-11","Victor Fleming"
442,"tt0035140","2022-04-05","2022-04-05",NA,"Now, Voyager","https://www.imdb.com/title/tt0035140/","movie",7.9,117,1942,"Drama, Romance",16844,"1942-10-22","Irving Rapper"
443,"tt0066026","2022-04-05","2022-04-05",NA,"M*A*S*H","https://www.imdb.com/title/tt0066026/","movie",7.4,116,1970,"Comedy, Drama, War",72342,"1970-01-25","Robert Altman"
444,"tt0032701","2022-04-05","2022-04-05",NA,"The Letter","https://www.imdb.com/title/tt0032701/","movie",7.6,95,1940,"Crime, Drama, Film-Noir, Mystery, Romance",13038,"1940-11-14","William Wyler"
445,"tt14696284","2022-04-05","2022-04-05",NA,"Better Nate Than Ever","https://www.imdb.com/title/tt14696284/","movie",6.2,94,2022,"Comedy, Drama, Family, Musical",2081,"2022-03-15","Tim Federle"
446,"tt1417099","2022-04-06","2022-04-06",NA,"Spring Awakening","https://www.imdb.com/title/tt1417099/","movie",NA,NA,NA,"Drama, Musical",NA,"",""
447,"tt0039926","2022-04-08","2022-04-08",NA,"The Two Mrs. Carrolls","https://www.imdb.com/title/tt0039926/","movie",6.8,99,1947,"Crime, Drama, Film-Noir, Thriller",4168,"1947-03-04","Peter Godfrey"
448,"tt15041866","2022-04-09","2022-04-09",NA,"The Swimmer","https://www.imdb.com/title/tt15041866/","movie",6,83,2021,"Drama, Sport",144,"2021-08-30","Adam Kalderon"
449,"tt0068687","2022-04-10","2022-04-10",NA,"The Heartbreak Kid","https://www.imdb.com/title/tt0068687/","movie",7,106,1972,"Comedy, Drama, Romance",4822,"1972-12-17","Elaine May"
450,"tt0099365","2022-04-12","2022-04-12",NA,"Darkman","https://www.imdb.com/title/tt0099365/","movie",6.4,96,1990,"Action, Sci-Fi, Thriller",63945,"1990-08-24","Sam Raimi"
451,"tt1832382","2022-04-12","2022-04-12",NA,"Jodaeiye Nader az Simin","https://www.imdb.com/title/tt1832382/","movie",8.3,123,2011,"Drama",241613,"2011-02-01","Asghar Farhadi"
452,"tt0248845","2022-04-13","2022-04-13",NA,"Hedwig and the Angry Inch","https://www.imdb.com/title/tt0248845/","movie",7.7,95,2001,"Comedy, Drama, Music, Musical",35359,"2001-01-19","John Cameron Mitchell"
453,"tt0050783","2022-04-13","2022-04-13",NA,"Le notti di Cabiria","https://www.imdb.com/title/tt0050783/","movie",8.1,110,1957,"Drama",48382,"1957-05-10","Federico Fellini"
454,"tt0064665","2022-04-13","2022-04-13",NA,"Midnight Cowboy","https://www.imdb.com/title/tt0064665/","movie",7.8,113,1969,"Drama",109667,"1969-05-25","John Schlesinger"
455,"tt18079362","2022-04-15","2022-04-15",NA,"Eighty for Brady","https://www.imdb.com/title/tt18079362/","movie",NA,NA,NA,"Comedy, Drama, Sport",NA,"","Kyle Marvin"
456,"tt0078841","2022-04-15","2022-04-15",NA,"Being There","https://www.imdb.com/title/tt0078841/","movie",8,130,1979,"Comedy, Drama",71753,"1979-12-20","Hal Ashby"
457,"tt0053779","2022-04-15","2022-04-15",NA,"La dolce vita","https://www.imdb.com/title/tt0053779/","movie",8,174,1960,"Comedy, Drama",72128,"1960-02-03","Federico Fellini"
458,"tt0037884","2022-04-15","2022-04-15",NA,"The Lost Weekend","https://www.imdb.com/title/tt0037884/","movie",7.9,101,1945,"Drama, Film-Noir",36633,"1945-10-05","Billy Wilder"
459,"tt0054632","2022-04-15","2022-04-15",NA,"L'année dernière à Marienbad","https://www.imdb.com/title/tt0054632/","movie",7.7,94,1961,"Drama, Mystery",22472,"1961-08-29","Alain Resnais"
460,"tt0032155","2022-04-15","2022-04-15",NA,"Young Mr. Lincoln","https://www.imdb.com/title/tt0032155/","movie",7.5,100,1939,"Biography, Drama, History",8243,"1939-05-30","John Ford"
461,"tt0045943","2022-04-15","2022-04-15",NA,"Julius Caesar","https://www.imdb.com/title/tt0045943/","movie",7.2,120,1953,"Drama, History",11521,"1953-05-08","Joseph L. Mankiewicz"
462,"tt7569576","2022-04-16","2022-04-16",NA,"The Flight Attendant","https://www.imdb.com/title/tt7569576/","tvSeries",7.1,NA,2020,"Comedy, Drama, Mystery, Thriller",48982,"2020-11-18",""
463,"tt4123432","2022-04-18","2022-04-18",NA,"Fantastic Beasts: The Secrets of Dumbledore","https://www.imdb.com/title/tt4123432/","movie",6.4,142,2022,"Action, Adventure, Fantasy",63814,"2022-04-06","David Yates"
464,"tt14829590","2022-04-18","2022-04-18",NA,"Why Didn't They Ask Evans?","https://www.imdb.com/title/tt14829590/","tvMiniSeries",7.2,174,2022,"Mystery, Thriller",2381,"2022-04-12",""
465,"tt0069049","2022-04-18","2022-04-18",NA,"The Other Side of the Wind","https://www.imdb.com/title/tt0069049/","movie",6.7,122,2018,"Drama",7236,"1976-12-31","Orson Welles"
466,"tt0096163","2022-04-21","2022-04-21",NA,"Spoorloos","https://www.imdb.com/title/tt0096163/","movie",7.7,107,1988,"Mystery, Thriller",38317,"1988-08-29","George Sluizer"
467,"tt7521040","2022-04-25","2022-04-25",NA,"George Michael: Freedom","https://www.imdb.com/title/tt7521040/","tvMovie",7.7,95,2017,"Documentary, Biography, Music",1347,"2017-10-16","David Austin, Philip Smith, George Michael"
468,"tt0105435","2022-04-30","2022-04-30",NA,"Sneakers","https://www.imdb.com/title/tt0105435/","movie",7.1,126,1992,"Comedy, Crime, Drama, Mystery, Thriller",58450,"1992-09-09","Phil Alden Robinson"
469,"tt0053793","2022-04-30","2022-04-30",NA,"Elmer Gantry","https://www.imdb.com/title/tt0053793/","movie",7.7,146,1960,"Drama",11571,"1960-06-29","Richard Brooks"
470,"tt0043924","2022-04-30","2022-04-30",NA,"A Place in the Sun","https://www.imdb.com/title/tt0043924/","movie",7.7,122,1951,"Drama, Romance",22403,"1951-04-05","George Stevens"
471,"tt0042276","2022-04-30","2022-04-30",NA,"Born Yesterday","https://www.imdb.com/title/tt0042276/","movie",7.5,103,1950,"Comedy, Drama, Romance",11235,"1950-12-25","George Cukor"
472,"tt0040893","2022-05-02","2022-05-02",NA,"Toward Independence","https://www.imdb.com/title/tt0040893/","short",6.2,30,1948,"Documentary, Short",42,"","George L. George"
473,"tt0041592","2022-05-02","2022-05-02",NA,"The Little Orphan","https://www.imdb.com/title/tt0041592/","short",7.7,8,1948,"Animation, Short, Adventure, Comedy, Family",1746,"1949-04-30","Joseph Barbera, William Hanna"
474,"tt0039648","2022-05-02","2022-05-02",NA,"Människor i stad - En kortfilm från Stockholm","https://www.imdb.com/title/tt0039648/","short",7.1,20,1947,"Documentary, Short",129,"1947-08-15","Arne Sucksdorff"
475,"tt0040763","2022-05-02","2022-05-02",NA,"Seal Island","https://www.imdb.com/title/tt0040763/","short",7.3,27,1948,"Documentary, Short, Family",139,"1948-12-21","James Algar"
476,"tt0040550","2022-05-02","2022-05-02",NA,"Louisiana Story","https://www.imdb.com/title/tt0040550/","movie",6.6,78,1948,"Adventure, Drama",1906,"1948-08-31","Robert J. Flaherty"
477,"tt0084118","2022-05-02","2022-05-02",NA,"If You Love This Planet","https://www.imdb.com/title/tt0084118/","short",7.4,26,1982,"Documentary, Short",153,"1982-10-31","Terre Nash"
478,"tt0084764","2022-05-02","2022-05-02",NA,"Tango","https://www.imdb.com/title/tt0084764/","short",7.7,8,1981,"Animation, Short",2766,"1981-06-02","Zbigniew Rybczynski"
479,"tt0084672","2022-05-02","2022-05-02",NA,"A Shocking Accident","https://www.imdb.com/title/tt0084672/","short",7.1,25,1982,"Short, Comedy, Romance",72,"1982-10-31","James Scott"
480,"tt0027126","2022-05-02","2022-05-02",NA,"The Tortoise and the Hare","https://www.imdb.com/title/tt0027126/","short",7.2,9,1935,"Animation, Short, Comedy, Family",3053,"1935-01-05","Wilfred Jackson"
481,"tt0025019","2022-05-02","2022-05-02",NA,"La Cucaracha","https://www.imdb.com/title/tt0025019/","short",5.7,20,1934,"Short, Comedy, Musical",323,"1934-08-31","Lloyd Corrigan"
482,"tt0024986","2022-05-02","2022-05-02",NA,"City of Wax","https://www.imdb.com/title/tt0024986/","short",6.6,9,1934,"Documentary, Short",59,"1934-02-09","Stacy Woodard, Horace Woodard"
483,"tt0034303","2022-05-02","2022-05-02",NA,"Topper Returns","https://www.imdb.com/title/tt0034303/","movie",6.8,88,1941,"Comedy, Fantasy, Mystery, Romance",3025,"1941-03-21","Roy Del Ruth"
484,"tt0033459","2022-05-02","2022-05-02",NA,"Cheers for Miss Bishop","https://www.imdb.com/title/tt0033459/","movie",6.5,95,1941,"Drama, Romance",726,"1941-01-13","Tay Garnett"
485,"tt0033824","2022-05-02","2022-05-02",NA,"Lend a Paw","https://www.imdb.com/title/tt0033824/","short",6.9,8,1941,"Animation, Short, Comedy, Family, Fantasy",1630,"1941-10-03","Clyde Geronimi"
486,"tt0033969","2022-05-02","2022-05-02",NA,"Of Pups and Puzzles","https://www.imdb.com/title/tt0033969/","short",6.4,10,1941,"Short",140,"1941-09-06","George Sidney"
487,"tt0033866","2022-05-02","2022-05-02",NA,"Main Street on the March!","https://www.imdb.com/title/tt0033866/","short",6.6,20,1941,"Short, History",149,"1942-01-10","Edward L. Cahn"
488,"tt0027100","2022-05-02","2022-05-02",NA,"Three Orphan Kittens","https://www.imdb.com/title/tt0027100/","short",6.9,9,1935,"Animation, Comedy, Family, Short",1198,"1935-10-26","David Hand"
489,"tt0026497","2022-05-02","2022-05-02",NA,"How to Sleep","https://www.imdb.com/title/tt0026497/","short",6.4,11,1935,"Comedy, Short",646,"1935-09-14","Nick Grinde"
490,"tt0024777","2022-05-02","2022-05-02",NA,"Wings Over Everest","https://www.imdb.com/title/tt0024777/","short",6.2,42,1934,"Documentary, Short",106,"1934-05-31","Ivor Montagu, Geoffrey Barkas"
491,"tt0100332","2022-05-06","2022-05-06",NA,"Paris Is Burning","https://www.imdb.com/title/tt0100332/","movie",8.1,71,1990,"Documentary",14972,"1990-06-09","Jennie Livingston"
492,"tt0066921","2022-05-06","2022-05-06",NA,"A Clockwork Orange","https://www.imdb.com/title/tt0066921/","movie",8.3,136,1971,"Crime, Sci-Fi",810902,"1971-12-19","Stanley Kubrick"
493,"tt0070917","2022-05-06","2022-05-06",NA,"The Wicker Man","https://www.imdb.com/title/tt0070917/","movie",7.5,88,1973,"Horror, Mystery, Thriller",79496,"1973-12-06","Robin Hardy"
494,"tt0119698","2022-05-06","2022-05-06",NA,"Mononoke-hime","https://www.imdb.com/title/tt0119698/","movie",8.4,134,1997,"Animation, Action, Adventure, Fantasy",382737,"1997-07-12","Hayao Miyazaki"
495,"tt16377356","2022-05-08","2022-05-08",NA,"The Janes","https://www.imdb.com/title/tt16377356/","movie",8.4,101,2022,"Documentary",49,"2022-01-24","Emma Pildes, Tia Lessin"
496,"tt0036384","2022-05-08","2022-05-08",NA,"Stage Door Canteen","https://www.imdb.com/title/tt0036384/","movie",6.3,132,1943,"Comedy, Musical, Romance, War",1675,"1943-06-24","Frank Borzage"
497,"tt0029682","2022-05-08","2022-05-08",NA,"Topper","https://www.imdb.com/title/tt0029682/","movie",7.2,97,1937,"Comedy, Fantasy, Romance",7508,"1937-07-16","Norman Z. McLeod"
498,"tt0043073","2022-05-08","2022-05-08",NA,"Trouble Indemnity","https://www.imdb.com/title/tt0043073/","short",6.4,7,1950,"Animation, Family, Short, Comedy",125,"1950-09-14","John Hubley, Pete Burness"
499,"tt10397932","2022-05-08","2022-05-08",NA,"Learning to Skateboard in a Warzone (If You're a Girl)","https://www.imdb.com/title/tt10397932/","short",7.5,39,2019,"Documentary, Short, Sport",1016,"2019-04-28","Carol Dysinger"
500,"tt7129636","2022-05-08","2022-05-08",NA,"Hair Love","https://www.imdb.com/title/tt7129636/","short",7.4,7,2019,"Animation, Short, Comedy, Drama, Family",6357,"2019-08-14","Matthew A. Cherry, Everett Downing Jr., Bruce W. Smith"
501,"tt10199590","2022-05-08","2022-05-08",NA,"Les misérables","https://www.imdb.com/title/tt10199590/","movie",7.6,104,2019,"Crime, Drama, Thriller",24364,"2019-05-15","Ladj Ly"
502,"tt0109045","2022-05-08","2022-05-08",NA,"The Adventures of Priscilla, Queen of the Desert","https://www.imdb.com/title/tt0109045/","movie",7.5,104,1994,"Comedy, Music",49889,"1994-01-30","Stephan Elliott"
503,"tt0111436","2022-05-08","2022-05-08",NA,"A Time for Justice","https://www.imdb.com/title/tt0111436/","short",6.7,38,1994,"Documentary, Short",81,"1994-12-31","Charles Guggenheim"
504,"tt0109771","2022-05-08","2022-05-08",NA,"Farinelli","https://www.imdb.com/title/tt0109771/","movie",6.8,111,1994,"Biography, Drama, Music",6801,"1994-12-07","Gérard Corbiau"
505,"tt14035048","2022-05-09","2022-05-09",NA,"Mr. Bachmann and His Class","https://www.imdb.com/title/tt14035048/","movie",8.1,217,2021,"Documentary",492,"2021-04-05","Maria Speth"
506,"tt0080310","2022-05-09","2022-05-09",NA,"'Breaker' Morant","https://www.imdb.com/title/tt0080310/","movie",7.8,107,1980,"Drama, History, War",13431,"1980-05-12","Bruce Beresford"
507,"tt0083728","2022-05-09","2022-05-09",NA,"Chan Is Missing","https://www.imdb.com/title/tt0083728/","movie",7.1,80,1982,"Drama, Mystery",1270,"1982-04-24","Wayne Wang"
508,"tt0045891","2022-05-09","2022-05-09",NA,"How to Marry a Millionaire","https://www.imdb.com/title/tt0045891/","movie",6.8,95,1953,"Comedy, Drama, Romance",22362,"1953-11-04","Jean Negulesco"
509,"tt0018037","2022-05-09","2022-05-09",NA,"The Jazz Singer","https://www.imdb.com/title/tt0018037/","movie",6.4,88,1927,"Drama, Music, Musical, Romance",9954,"1927-10-06","Alan Crosland"
510,"tt0017979","2022-05-09","2022-05-09",NA,"The Private Life of Helen of Troy","https://www.imdb.com/title/tt0017979/","movie",5.9,87,1927,"Action, Adventure, Comedy, History, Romance",80,"1927-12-09","Alexander Korda"
511,"tt0036983","2022-05-09","2022-05-09",NA,"The Keys of the Kingdom","https://www.imdb.com/title/tt0036983/","movie",7.2,137,1944,"Drama, War",2688,"1944-12-15","John M. Stahl"
512,"tt1517268","2022-05-13","2022-05-13",NA,"Barbie","https://www.imdb.com/title/tt1517268/","movie",NA,NA,2023,"Adventure, Comedy, Fantasy, Romance",NA,"2023-07-20","Greta Gerwig"
513,"tt0110428","2022-05-15","2022-05-15",NA,"The Madness of King George","https://www.imdb.com/title/tt0110428/","movie",7.2,110,1994,"Biography, Comedy, Drama, History",16654,"1994-12-28","Nicholas Hytner"
514,"tt0024736","2022-05-17","2022-05-17",NA,"Viktor und Viktoria","https://www.imdb.com/title/tt0024736/","movie",6.8,100,1933,"Comedy, Musical",466,"1933-12-23","Reinhold Schünzel"
